order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FMY59103601,8-May-22,789103,25891601,189,5/9/2022,5/9/2022,180,0,1,0
FMY59201601,8-May-22,789201,25891601,97,5/9/2022,5/9/2022,87,0,1,0
FMY59622603,8-May-22,789622,25891601,167,5/9/2022,5/9/2022,167,1,1,1
FMY510721601,8-May-22,789721,25891601,174,5/10/2022,5/13/2022,174,1,0,1
FMY59121601,8-May-22,789121,25891601,87,5/9/2022,5/11/2022,87,1,0,1
FMY510121603,8-May-22,789121,25891601,98,5/10/2022,5/13/2022,98,1,0,1
FMY510422601,8-May-22,789422,25891601,69,5/10/2022,5/12/2022,69,1,0,1
FMY510122601,8-May-22,789122,25891601,189,5/10/2022,5/13/2022,180,0,0,0
FMY59603601,8-May-22,789603,25891601,144,5/9/2022,5/10/2022,144,1,0,1
FMY510301601,8-May-22,789301,25891601,168,5/10/2022,5/10/2022,160,0,1,0
FMY511321601,8-May-22,789321,25891601,173,5/11/2022,5/12/2022,173,1,0,1
FMY59903601,8-May-22,789903,25891601,91,5/9/2022,5/12/2022,86,0,0,0
FMY510903603,8-May-22,789903,25891601,118,5/10/2022,5/10/2022,118,1,1,1
FMY511903601,8-May-22,789903,25891601,65,5/11/2022,5/11/2022,65,1,1,1
FMY59103601,8-May-22,789103,25891402,276,5/9/2022,5/9/2022,248,0,1,0
FMY511220402,8-May-22,789220,25891402,225,5/11/2022,5/11/2022,225,1,1,1
FMY511402402,8-May-22,789402,25891402,404,5/11/2022,5/11/2022,404,1,1,1
FMY511401403,8-May-22,789401,25891402,470,5/11/2022,5/11/2022,470,1,1,1
FMY59320501,8-May-22,789320,25891402,450,5/9/2022,5/9/2022,450,1,1,1
FMY510303402,8-May-22,789303,25891402,333,5/10/2022,5/10/2022,333,1,1,1
FMY511303402,8-May-22,789303,25891402,422,5/11/2022,5/10/2022,401,0,1,0
FMY59703602,8-May-22,789703,25891402,379,5/9/2022,5/9/2022,360,0,1,0
FMY511601402,8-May-22,789601,25891402,486,5/11/2022,5/10/2022,437,0,1,0
FMY511520503,8-May-22,789520,25891402,316,5/11/2022,5/11/2022,316,1,1,1
FMY511422402,8-May-22,789422,25891402,470,5/11/2022,5/12/2022,470,1,0,1
FMY59203602,8-May-22,789203,25891402,288,5/9/2022,5/9/2022,230,0,1,0
FMY59403602,8-May-22,789403,25891402,402,5/9/2022,5/9/2022,402,1,1,1
FMY511403402,8-May-22,789403,25891402,209,5/11/2022,5/12/2022,199,0,0,0
FMY59522402,8-May-22,789522,25891402,405,5/9/2022,5/11/2022,405,1,0,1
FMY511201602,8-May-22,789201,25891402,268,5/11/2022,5/11/2022,268,1,1,1
FMY59101402,8-May-22,789101,25891402,214,5/9/2022,5/9/2022,193,0,1,0
FMY59121402,8-May-22,789121,25891402,387,5/9/2022,5/10/2022,387,1,0,1
FMY511121402,8-May-22,789121,25891402,291,5/11/2022,5/14/2022,291,1,0,1
FMY510622402,8-May-22,789622,25891402,453,5/10/2022,5/10/2022,453,1,1,1
FMY59421402,8-May-22,789421,25891402,249,5/9/2022,5/9/2022,237,0,1,0
FMY511303603,8-May-22,789303,25891201,196,5/11/2022,5/11/2022,196,1,1,1
FMY511603302,8-May-22,789603,25891201,365,5/11/2022,5/11/2022,365,1,1,1
FMY510122201,8-May-22,789122,25891201,343,5/10/2022,5/10/2022,309,0,1,0
FMY59601201,8-May-22,789601,25891201,108,5/9/2022,5/11/2022,103,0,0,0
FMY511621503,8-May-22,789621,25891201,116,5/11/2022,5/11/2022,116,1,1,1
FMY510301601,8-May-22,789301,25891201,267,5/10/2022,5/10/2022,267,1,1,1
FMY511301501,8-May-22,789301,25891201,275,5/11/2022,5/11/2022,247,0,1,0
FMY511403601,8-May-22,789403,25891201,371,5/11/2022,5/11/2022,371,1,1,1
FMY59103601,8-May-22,789103,25891201,384,5/9/2022,5/9/2022,384,1,1,1
FMY510703201,8-May-22,789703,25891201,307,5/10/2022,5/10/2022,307,1,1,1
FMY59220503,8-May-22,789220,25891201,136,5/9/2022,5/9/2022,109,0,1,0
FMY510220201,8-May-22,789220,25891201,309,5/10/2022,5/11/2022,309,1,0,1
FMY511220402,8-May-22,789220,25891201,246,5/11/2022,5/11/2022,246,1,1,1
FMY511903601,8-May-22,789903,25891201,375,5/11/2022,5/11/2022,375,1,1,1
FMY59520501,8-May-22,789520,25891501,120,5/9/2022,5/10/2022,96,0,0,0
FMY511703603,8-May-22,789703,25891501,132,5/11/2022,5/11/2022,132,1,1,1
FMY59702602,8-May-22,789702,25891501,214,5/9/2022,5/9/2022,171,0,1,0
FMY511601501,8-May-22,789601,25891501,193,5/11/2022,5/11/2022,193,1,1,1
FMY510603501,8-May-22,789603,25891501,180,5/10/2022,5/10/2022,180,1,1,1
FMY511401501,8-May-22,789401,25891501,216,5/11/2022,5/10/2022,216,1,1,1
FMY510403501,8-May-22,789403,25891501,224,5/10/2022,5/13/2022,224,1,0,1
FMY511403601,8-May-22,789403,25891501,209,5/11/2022,5/11/2022,209,1,1,1
FMY510621503,8-May-22,789621,25891501,140,5/10/2022,5/10/2022,140,1,1,1
FMY59320501,8-May-22,789320,25891501,143,5/9/2022,5/9/2022,129,0,1,0
FMY59122501,8-May-22,789122,25891501,188,5/9/2022,5/12/2022,188,1,0,1
FMY510103501,8-May-22,789103,25891501,163,5/10/2022,5/10/2022,155,0,1,0
FMY59102501,8-May-22,789102,25891501,105,5/9/2022,5/10/2022,105,1,0,1
FMY59220503,8-May-22,789220,25891501,202,5/9/2022,5/9/2022,182,0,1,0
FMY511202601,8-May-22,789202,25891501,130,5/11/2022,5/11/2022,130,1,1,1
FMY511622501,8-May-22,789622,25891501,177,5/11/2022,5/11/2022,159,0,1,0
FMY511301501,8-May-22,789301,25891501,108,5/11/2022,5/11/2022,108,1,1,1
FMY59301602,8-May-22,789301,25891602,86,5/9/2022,5/10/2022,86,1,0,1
FMY59702602,8-May-22,789702,25891602,170,5/9/2022,5/9/2022,153,0,1,0
FMY510702602,8-May-22,789702,25891602,172,5/10/2022,5/10/2022,138,0,1,0
FMY59621602,8-May-22,789621,25891602,58,5/9/2022,5/9/2022,58,1,1,1
FMY511621602,8-May-22,789621,25891602,185,5/11/2022,5/12/2022,185,1,0,1
FMY59401602,8-May-22,789401,25891602,163,5/9/2022,5/9/2022,163,1,1,1
FMY511521602,8-May-22,789521,25891602,156,5/11/2022,5/14/2022,148,0,0,0
FMY59703602,8-May-22,789703,25891602,102,5/9/2022,5/9/2022,102,1,1,1
FMY59321603,8-May-22,789321,25891602,122,5/9/2022,5/9/2022,116,0,1,0
FMY510402602,8-May-22,789402,25891602,171,5/10/2022,5/10/2022,154,0,1,0
FMY59203602,8-May-22,789203,25891602,85,5/9/2022,5/9/2022,77,0,1,0
FMY59201602,8-May-22,789201,25891602,173,5/9/2022,5/11/2022,173,1,0,1
FMY511201602,8-May-22,789201,25891602,83,5/11/2022,5/11/2022,83,1,1,1
FMY59902602,8-May-22,789902,25891602,124,5/9/2022,5/8/2022,124,1,1,1
FMY510220602,8-May-22,789220,25891602,57,5/10/2022,5/10/2022,57,1,1,1
FMY510101602,8-May-22,789101,25891602,181,5/10/2022,5/10/2022,181,1,1,1
FMY59403602,8-May-22,789403,25891602,138,5/9/2022,5/9/2022,124,0,1,0
FMY510403602,8-May-22,789403,25891602,96,5/10/2022,5/10/2022,96,1,1,1
FMY59220503,8-May-22,789220,25891101,319,5/9/2022,5/9/2022,319,1,1,1
FMY510521101,8-May-22,789521,25891101,324,5/10/2022,5/13/2022,292,0,0,0
FMY511201602,8-May-22,789201,25891101,337,5/11/2022,5/11/2022,337,1,1,1
FMY59303101,8-May-22,789303,25891101,461,5/9/2022,5/8/2022,461,1,1,1
FMY510303101,8-May-22,789303,25891101,314,5/10/2022,5/11/2022,314,1,0,1
FMY510603101,8-May-22,789603,25891101,335,5/10/2022,5/11/2022,335,1,0,1
FMY59321603,8-May-22,789321,25891101,354,5/9/2022,5/9/2022,354,1,1,1
FMY510203101,8-May-22,789203,25891101,335,5/10/2022,5/10/2022,301,0,1,0
FMY59902603,8-May-22,789902,25891101,451,5/9/2022,5/9/2022,361,0,1,0
FMY510720401,8-May-22,789720,25891101,476,5/10/2022,5/10/2022,428,0,1,0
FMY59702602,8-May-22,789702,25891101,376,5/9/2022,5/9/2022,338,0,1,0
FMY510103501,8-May-22,789103,25891101,300,5/10/2022,5/10/2022,240,0,1,0
FMY510621503,8-May-22,789621,25891101,455,5/10/2022,5/10/2022,455,1,1,1
FMY59601101,8-May-22,789601,25891101,402,5/9/2022,5/12/2022,402,1,0,1
FMY511202601,8-May-22,789202,25891101,386,5/11/2022,5/11/2022,386,1,1,1
FMY511301501,8-May-22,789301,25891101,492,5/11/2022,5/11/2022,492,1,1,1
FMY59420503,8-May-22,789420,25891101,338,5/9/2022,5/10/2022,338,1,0,1
FMY510622402,8-May-22,789622,25891101,382,5/10/2022,5/10/2022,382,1,1,1
FMY59520501,8-May-22,789520,25891101,489,5/9/2022,5/10/2022,465,0,0,0
FMY511520503,8-May-22,789520,25891101,496,5/11/2022,5/11/2022,446,0,1,0
FMY511422202,8-May-22,789422,25891101,474,5/11/2022,5/14/2022,474,1,0,1
FMY59402101,8-May-22,789402,25891101,388,5/9/2022,5/8/2022,388,1,1,1
FMY510603401,8-May-22,789603,25891401,212,5/10/2022,5/9/2022,212,1,1,1
FMY511902401,8-May-22,789902,25891401,484,5/11/2022,5/11/2022,484,1,1,1
FMY510402602,8-May-22,789402,25891401,358,5/10/2022,5/10/2022,358,1,1,1
FMY511402402,8-May-22,789402,25891401,208,5/11/2022,5/11/2022,187,0,1,0
FMY59121401,8-May-22,789121,25891401,231,5/9/2022,5/12/2022,208,0,0,0
FMY59202401,8-May-22,789202,25891401,221,5/9/2022,5/10/2022,210,0,0,0
FMY510202403,8-May-22,789202,25891401,220,5/10/2022,5/10/2022,198,0,1,0
FMY510520401,8-May-22,789520,25891401,362,5/10/2022,5/13/2022,290,0,0,0
FMY511702401,8-May-22,789702,25891401,336,5/11/2022,5/10/2022,302,0,1,0
FMY59301401,8-May-22,789301,25891401,295,5/9/2022,5/9/2022,295,1,1,1
FMY510301601,8-May-22,789301,25891401,233,5/10/2022,5/10/2022,233,1,1,1
FMY511301501,8-May-22,789301,25891401,410,5/11/2022,5/11/2022,369,0,1,0
FMY510422401,8-May-22,789422,25891401,467,5/10/2022,5/11/2022,467,1,0,1
FMY511122401,8-May-22,789122,25891401,369,5/11/2022,5/12/2022,332,0,0,0
FMY510601401,8-May-22,789601,25891401,276,5/10/2022,5/11/2022,248,0,0,0
FMY510720401,8-May-22,789720,25891401,248,5/10/2022,5/10/2022,223,0,1,0
FMY511421502,8-May-22,789421,25891401,277,5/11/2022,5/12/2022,277,1,0,1
FMY59420503,8-May-22,789420,25891401,280,5/9/2022,5/10/2022,280,1,0,1
FMY510420401,8-May-22,789420,25891401,347,5/10/2022,5/10/2022,347,1,1,1
FMY510101602,8-May-22,789101,25891401,219,5/10/2022,5/10/2022,219,1,1,1
FMY511220401,8-May-22,789220,25891401,384,5/11/2022,5/13/2022,384,1,0,1
FMY510221403,8-May-22,789221,25891401,246,5/10/2022,5/10/2022,234,0,1,0
FMY59102603,8-May-22,789102,25891603,132,5/9/2022,5/9/2022,125,0,1,0
FMY511501603,8-May-22,789501,25891603,71,5/11/2022,5/11/2022,71,1,1,1
FMY511101603,8-May-22,789101,25891603,104,5/11/2022,5/11/2022,104,1,1,1
FMY510121603,8-May-22,789121,25891603,64,5/10/2022,5/13/2022,58,0,0,0
FMY59622603,8-May-22,789622,25891603,174,5/9/2022,5/9/2022,174,1,1,1
FMY59402603,8-May-22,789402,25891603,86,5/9/2022,5/10/2022,86,1,0,1
FMY59503603,8-May-22,789503,25891603,81,5/9/2022,5/9/2022,81,1,1,1
FMY510503603,8-May-22,789503,25891603,189,5/10/2022,5/11/2022,189,1,0,1
FMY510903603,8-May-22,789903,25891603,157,5/10/2022,5/10/2022,149,0,1,0
FMY59902603,8-May-22,789902,25891603,85,5/9/2022,5/9/2022,77,0,1,0
FMY511703603,8-May-22,789703,25891603,199,5/11/2022,5/11/2022,199,1,1,1
FMY511303603,8-May-22,789303,25891603,112,5/11/2022,5/11/2022,90,0,1,0
FMY59321603,8-May-22,789321,25891603,163,5/9/2022,5/9/2022,147,0,1,0
FMY511201603,8-May-22,789201,25891603,112,5/11/2022,5/12/2022,112,1,0,1
FMY510122603,8-May-22,789122,25891603,112,5/10/2022,5/11/2022,112,1,0,1
FMY510501202,8-May-22,789501,25891202,198,5/10/2022,5/10/2022,198,1,1,1
FMY59402202,8-May-22,789402,25891202,276,5/9/2022,5/9/2022,276,1,1,1
FMY59221202,8-May-22,789221,25891202,108,5/9/2022,5/9/2022,108,1,1,1
FMY510221403,8-May-22,789221,25891202,135,5/10/2022,5/10/2022,135,1,1,1
FMY511221202,8-May-22,789221,25891202,270,5/11/2022,5/11/2022,256,0,1,0
FMY59420202,8-May-22,789420,25891202,197,5/9/2022,5/8/2022,197,1,1,1
FMY510420202,8-May-22,789420,25891202,154,5/10/2022,5/12/2022,154,1,0,1
FMY511301202,8-May-22,789301,25891202,219,5/11/2022,5/12/2022,219,1,0,1
FMY510422401,8-May-22,789422,25891202,309,5/10/2022,5/11/2022,309,1,0,1
FMY511422202,8-May-22,789422,25891202,247,5/11/2022,5/14/2022,247,1,0,1
FMY510303402,8-May-22,789303,25891202,210,5/10/2022,5/10/2022,189,0,1,0
FMY59721202,8-May-22,789721,25891202,316,5/9/2022,5/12/2022,316,1,0,1
FMY511721503,8-May-22,789721,25891202,360,5/11/2022,5/11/2022,360,1,1,1
FMY511421303,8-May-22,789421,25891202,386,5/11/2022,5/13/2022,367,0,0,0
FMY511101603,8-May-22,789101,25891202,459,5/11/2022,5/11/2022,436,0,1,0
FMY59401602,8-May-22,789401,25891202,448,5/9/2022,5/9/2022,358,0,1,0
FMY510520202,8-May-22,789520,25891202,221,5/10/2022,5/12/2022,221,1,0,1
FMY511321203,8-May-22,789321,25891202,475,5/11/2022,5/11/2022,475,1,1,1
FMY59522202,8-May-22,789522,25891202,467,5/9/2022,5/9/2022,420,0,1,0
FMY59422303,8-May-22,789422,25891303,62,5/9/2022,5/12/2022,50,0,0,0
FMY511203303,8-May-22,789203,25891303,97,5/11/2022,5/13/2022,97,1,0,1
FMY511422303,8-May-22,789422,25891303,45,5/11/2022,5/10/2022,45,1,1,1
FMY511201603,8-May-22,789201,25891303,74,5/11/2022,5/12/2022,74,1,0,1
FMY59522402,8-May-22,789522,25891303,35,5/9/2022,5/11/2022,35,1,0,1
FMY59601503,8-May-22,789601,25891303,36,5/9/2022,5/9/2022,32,0,1,0
FMY510401503,8-May-22,789401,25891303,90,5/10/2022,5/10/2022,90,1,1,1
FMY511401403,8-May-22,789401,25891303,100,5/11/2022,5/11/2022,100,1,1,1
FMY510720303,8-May-22,789720,25891303,33,5/10/2022,5/11/2022,33,1,0,1
FMY511421303,8-May-22,789421,25891303,81,5/11/2022,5/13/2022,77,0,0,0
FMY511220402,8-May-22,789220,25891303,70,5/11/2022,5/11/2022,70,1,1,1
FMY510603203,9-May-22,789603,25891203,286,5/10/2022,5/11/2022,272,0,0,0
FMY510101302,9-May-22,789101,25891203,474,5/10/2022,5/10/2022,474,1,1,1
FMY512320603,9-May-22,789320,25891203,331,5/12/2022,5/12/2022,298,0,1,0
FMY511203203,9-May-22,789203,25891203,183,5/11/2022,5/11/2022,183,1,1,1
FMY510220403,9-May-22,789220,25891203,370,5/10/2022,5/10/2022,370,1,1,1
FMY510721603,9-May-22,789721,25891203,349,5/10/2022,5/10/2022,349,1,1,1
FMY510420403,9-May-22,789420,25891203,476,5/10/2022,5/13/2022,476,1,0,1
FMY510403603,9-May-22,789403,25891203,358,5/10/2022,5/10/2022,358,1,1,1
FMY512403203,9-May-22,789403,25891203,181,5/12/2022,5/12/2022,145,0,1,0
FMY510301203,9-May-22,789301,25891203,276,5/10/2022,5/11/2022,276,1,0,1
FMY512301501,9-May-22,789301,25891203,463,5/12/2022,5/12/2022,463,1,1,1
FMY511503203,9-May-22,789503,25891203,345,5/11/2022,5/10/2022,345,1,1,1
FMY512503203,9-May-22,789503,25891203,236,5/12/2022,5/14/2022,236,1,0,1
FMY510720203,9-May-22,789720,25891203,362,5/10/2022,5/10/2022,344,0,1,0
FMY511501602,9-May-22,789501,25891203,333,5/11/2022,5/11/2022,333,1,1,1
FMY512501203,9-May-22,789501,25891203,436,5/12/2022,5/14/2022,349,0,0,0
FMY512903203,9-May-22,789903,25891203,257,5/12/2022,5/12/2022,257,1,1,1
FMY512702603,9-May-22,789702,25891203,474,5/12/2022,5/12/2022,379,0,1,0
FMY512621503,9-May-22,789621,25891203,131,5/12/2022,5/12/2022,131,1,1,1
FMY511102302,9-May-22,789102,25891302,26,5/11/2022,5/12/2022,26,1,0,1
FMY512702603,9-May-22,789702,25891302,43,5/12/2022,5/12/2022,39,0,1,0
FMY512501602,9-May-22,789501,25891302,24,5/12/2022,5/12/2022,24,1,1,1
FMY510221302,9-May-22,789221,25891302,96,5/10/2022,5/10/2022,96,1,1,1
FMY511221602,9-May-22,789221,25891302,74,5/11/2022,5/11/2022,74,1,1,1
FMY511520302,9-May-22,789520,25891302,68,5/11/2022,5/13/2022,65,0,0,0
FMY512902601,9-May-22,789902,25891302,66,5/12/2022,5/12/2022,66,1,1,1
FMY512303503,9-May-22,789303,25891302,51,5/12/2022,5/12/2022,51,1,1,1
FMY510202503,9-May-22,789202,25891302,97,5/10/2022,5/10/2022,97,1,1,1
FMY512720302,9-May-22,789720,25891302,87,5/12/2022,5/12/2022,87,1,1,1
FMY510703601,9-May-22,789703,25891302,50,5/10/2022,5/10/2022,50,1,1,1
FMY510101302,9-May-22,789101,25891302,35,5/10/2022,5/10/2022,35,1,1,1
FMY511522403,9-May-22,789522,25891302,56,5/11/2022,5/12/2022,45,0,0,0
FMY512121502,9-May-22,789121,25891302,91,5/12/2022,5/12/2022,91,1,1,1
FMY510903302,9-May-22,789903,25891302,95,5/10/2022,5/10/2022,95,1,1,1
FMY511903502,9-May-22,789903,25891302,67,5/11/2022,5/11/2022,67,1,1,1
FMY510301602,9-May-22,789301,25891302,43,5/10/2022,5/10/2022,43,1,1,1
FMY510721603,9-May-22,789721,25891301,24,5/10/2022,5/10/2022,24,1,1,1
FMY512420301,9-May-22,789420,25891301,76,5/12/2022,5/12/2022,76,1,1,1
FMY512102401,9-May-22,789102,25891301,83,5/12/2022,5/12/2022,83,1,1,1
FMY511122301,9-May-22,789122,25891301,69,5/11/2022,5/11/2022,69,1,1,1
FMY512122301,9-May-22,789122,25891301,76,5/12/2022,5/15/2022,61,0,0,0
FMY511101502,9-May-22,789101,25891301,22,5/11/2022,5/11/2022,22,1,1,1
FMY510421301,9-May-22,789421,25891301,42,5/10/2022,5/10/2022,38,0,1,0
FMY512421301,9-May-22,789421,25891301,92,5/12/2022,5/13/2022,87,0,0,0
FMY512321602,9-May-22,789321,25891301,46,5/12/2022,5/12/2022,46,1,1,1
FMY510121403,9-May-22,789121,25891301,64,5/10/2022,5/12/2022,58,0,0,0
FMY512501602,9-May-22,789501,25891301,60,5/12/2022,5/12/2022,60,1,1,1
FMY510601402,9-May-22,789601,25891301,36,5/10/2022,5/11/2022,32,0,0,0
FMY511601603,9-May-22,789601,25891301,71,5/11/2022,5/11/2022,64,0,1,0
FMY510503601,9-May-22,789503,25891301,82,5/10/2022,5/10/2022,74,0,1,0
FMY511503602,9-May-22,789503,25891301,45,5/11/2022,5/11/2022,45,1,1,1
FMY512503301,9-May-22,789503,25891301,33,5/12/2022,5/12/2022,33,1,1,1
FMY510221302,9-May-22,789221,25891301,99,5/10/2022,5/10/2022,79,0,1,0
FMY512221301,9-May-22,789221,25891301,58,5/12/2022,5/11/2022,58,1,1,1
FMY511520502,9-May-22,789520,25891301,20,5/11/2022,5/14/2022,19,0,0,0
FMY510301602,9-May-22,789301,25891301,71,5/10/2022,5/10/2022,71,1,1,1
FMY512622301,9-May-22,789622,25891301,22,5/12/2022,5/12/2022,21,0,1,0
FMY512303301,9-May-22,789303,25891301,89,5/12/2022,5/14/2022,80,0,0,0
FMY510220403,9-May-22,789220,25891301,76,5/10/2022,5/10/2022,61,0,1,0
FMY511220301,9-May-22,789220,25891301,21,5/11/2022,5/12/2022,20,0,0,0
FMY511422301,9-May-22,789422,25891301,100,5/11/2022,5/12/2022,100,1,0,1
FMY511603502,9-May-22,789603,25891301,91,5/11/2022,5/11/2022,86,0,1,0
FMY510402102,9-May-22,789402,25891102,326,5/10/2022,5/10/2022,326,1,1,1
FMY511720102,9-May-22,789720,25891102,486,5/11/2022,5/13/2022,486,1,0,1
FMY512501602,9-May-22,789501,25891102,474,5/12/2022,5/12/2022,474,1,1,1
FMY511202202,9-May-22,789202,25891102,324,5/11/2022,5/11/2022,292,0,1,0
FMY510903302,9-May-22,789903,25891102,385,5/10/2022,5/10/2022,385,1,1,1
FMY510703601,9-May-22,789703,25891102,434,5/10/2022,5/10/2022,434,1,1,1
FMY511702502,9-May-22,789702,25891102,347,5/11/2022,5/11/2022,312,0,1,0
FMY510220102,9-May-22,789220,25891102,312,5/10/2022,5/9/2022,312,1,1,1
FMY510122202,9-May-22,789122,25891102,336,5/10/2022,5/12/2022,336,1,0,1
FMY510621102,9-May-22,789621,25891102,484,5/10/2022,5/11/2022,484,1,0,1
FMY512621503,9-May-22,789621,25891102,363,5/12/2022,5/12/2022,363,1,1,1
FMY510603503,9-May-22,789603,25891102,485,5/10/2022,5/10/2022,485,1,1,1
FMY511203203,9-May-22,789203,25891102,335,5/11/2022,5/11/2022,335,1,1,1
FMY511122502,9-May-22,789122,25891502,225,5/11/2022,5/13/2022,203,0,0,0
FMY511622502,9-May-22,789622,25891502,138,5/11/2022,5/11/2022,138,1,1,1
FMY510201503,9-May-22,789201,25891502,157,5/10/2022,5/10/2022,157,1,1,1
FMY511220602,9-May-22,789220,25891502,199,5/11/2022,5/11/2022,199,1,1,1
FMY510203502,9-May-22,789203,25891502,159,5/10/2022,5/10/2022,159,1,1,1
FMY510903502,9-May-22,789903,25891502,171,5/10/2022,5/13/2022,154,0,0,0
FMY511903502,9-May-22,789903,25891502,236,5/11/2022,5/11/2022,212,0,1,0
FMY512121502,9-May-22,789121,25891502,227,5/12/2022,5/12/2022,227,1,1,1
FMY511520502,9-May-22,789520,25891502,228,5/11/2022,5/14/2022,205,0,0,0
FMY511103502,9-May-22,789103,25891502,113,5/11/2022,5/11/2022,107,0,1,0
FMY511603502,9-May-22,789603,25891502,210,5/11/2022,5/11/2022,210,1,1,1
FMY510902502,9-May-22,789902,25891502,173,5/10/2022,5/11/2022,173,1,0,1
FMY512902601,9-May-22,789902,25891502,139,5/12/2022,5/12/2022,132,0,1,0
FMY512422503,9-May-22,789422,25891502,205,5/12/2022,5/14/2022,205,1,0,1
FMY511101502,9-May-22,789101,25891502,131,5/11/2022,5/11/2022,131,1,1,1
FMY511703502,9-May-22,789703,25891502,153,5/11/2022,5/11/2022,153,1,1,1
FMY512401502,9-May-22,789401,25891502,227,5/12/2022,5/12/2022,216,0,1,0
FMY511702502,9-May-22,789702,25891502,101,5/11/2022,5/11/2022,91,0,1,0
FMY512702603,9-May-22,789702,25891502,121,5/12/2022,5/12/2022,121,1,1,1
FMY511303602,9-May-22,789303,25891502,187,5/11/2022,5/11/2022,187,1,1,1
FMY511403603,9-May-22,789403,25891502,241,5/11/2022,5/11/2022,241,1,1,1
FMY511621403,9-May-22,789621,25891403,237,5/11/2022,5/11/2022,237,1,1,1
FMY512421403,9-May-22,789421,25891403,452,5/12/2022,5/12/2022,429,0,1,0
FMY510320603,9-May-22,789320,25891403,244,5/10/2022,5/10/2022,232,0,1,0
FMY510422403,9-May-22,789422,25891403,405,5/10/2022,5/11/2022,405,1,0,1
FMY510420403,9-May-22,789420,25891403,324,5/10/2022,5/13/2022,324,1,0,1
FMY511420403,9-May-22,789420,25891403,300,5/11/2022,5/13/2022,285,0,0,0
FMY512201501,9-May-22,789201,25891403,384,5/12/2022,5/12/2022,384,1,1,1
FMY512721501,9-May-22,789721,25891403,381,5/12/2022,5/12/2022,343,0,1,0
FMY510703601,9-May-22,789703,25891403,269,5/10/2022,5/10/2022,269,1,1,1
FMY510102403,9-May-22,789102,25891403,449,5/10/2022,5/10/2022,449,1,1,1
FMY512101403,9-May-22,789101,25891403,265,5/12/2022,5/12/2022,239,0,1,0
FMY510720403,9-May-22,789720,25891403,380,5/10/2022,5/9/2022,342,0,1,0
FMY512720403,9-May-22,789720,25891403,358,5/12/2022,5/15/2022,286,0,0,0
FMY511303602,9-May-22,789303,25891403,463,5/11/2022,5/11/2022,463,1,1,1
FMY512521503,9-May-22,789521,25891403,379,5/12/2022,5/12/2022,379,1,1,1
FMY510121403,9-May-22,789121,25891403,365,5/10/2022,5/12/2022,365,1,0,1
FMY512121502,9-May-22,789121,25891403,225,5/12/2022,5/12/2022,225,1,1,1
FMY511601603,9-May-22,789601,25891403,338,5/11/2022,5/11/2022,304,0,1,0
FMY510522503,9-May-22,789522,25891403,370,5/10/2022,5/11/2022,333,0,0,0
FMY511522403,9-May-22,789522,25891403,395,5/11/2022,5/12/2022,395,1,0,1
FMY512522403,9-May-22,789522,25891403,216,5/12/2022,5/12/2022,216,1,1,1
FMY511103502,9-May-22,789103,25891403,421,5/11/2022,5/11/2022,337,0,1,0
FMY512103403,9-May-22,789103,25891403,454,5/12/2022,5/12/2022,454,1,1,1
FMY510220403,9-May-22,789220,25891403,287,5/10/2022,5/10/2022,287,1,1,1
FMY511220602,9-May-22,789220,25891403,387,5/11/2022,5/11/2022,387,1,1,1
FMY511622502,9-May-22,789622,25891403,373,5/11/2022,5/11/2022,373,1,1,1
FMY510622503,9-May-22,789622,25891503,161,5/10/2022,5/10/2022,161,1,1,1
FMY512720503,9-May-22,789720,25891503,119,5/12/2022,5/11/2022,119,1,1,1
FMY510503503,9-May-22,789503,25891503,154,5/10/2022,5/11/2022,139,0,0,0
FMY511220602,9-May-22,789220,25891503,158,5/11/2022,5/11/2022,158,1,1,1
FMY512521503,9-May-22,789521,25891503,162,5/12/2022,5/12/2022,162,1,1,1
FMY511221602,9-May-22,789221,25891503,154,5/11/2022,5/11/2022,123,0,1,0
FMY512221503,9-May-22,789221,25891503,226,5/12/2022,5/12/2022,226,1,1,1
FMY511420503,9-May-22,789420,25891503,190,5/11/2022,5/11/2022,180,0,1,0
FMY511421503,9-May-22,789421,25891503,167,5/11/2022,5/13/2022,159,0,0,0
FMY510603503,9-May-22,789603,25891503,225,5/10/2022,5/10/2022,225,1,1,1
FMY510201503,9-May-22,789201,25891503,190,5/10/2022,5/10/2022,180,0,1,0
FMY511501602,9-May-22,789501,25891503,205,5/11/2022,5/11/2022,195,0,1,0
FMY512320503,9-May-22,789320,25891503,208,5/12/2022,5/13/2022,166,0,0,0
FMY510202503,9-May-22,789202,25891503,166,5/10/2022,5/10/2022,166,1,1,1
FMY510522503,9-May-22,789522,25891503,169,5/10/2022,5/11/2022,169,1,0,1
FMY512621503,9-May-22,789621,25891503,102,5/12/2022,5/12/2022,102,1,1,1
FMY512303503,9-May-22,789303,25891503,209,5/12/2022,5/12/2022,209,1,1,1
FMY512422503,9-May-22,789422,25891503,134,5/12/2022,5/14/2022,134,1,0,1
FMY512421103,9-May-22,789421,25891103,483,5/12/2022,5/14/2022,386,0,0,0
FMY511702502,9-May-22,789702,25891103,500,5/11/2022,5/11/2022,450,0,1,0
FMY510320603,9-May-22,789320,25891103,372,5/10/2022,5/10/2022,372,1,1,1
